wordID,wID,unitID,uID,wordSeq,wordToken,wordTranscript
816,0,149,149,3,it,|2it
817,0,149,149,4,was,|2was]
818,0,149,149,5, ,.
819,0,150,150,0,Then,[2Then
820,0,150,150,1,right,|2right
821,0,150,150,2,here,|2here
822,0,150,150,3,you'd,|2you'd]
823,0,150,150,4,get,get
824,0,150,150,5, ,","
825,0,151,151,0, ,...
826,0,151,151,1,square,square
827,0,151,151,2,root,root
828,0,151,151,3,of,of
829,0,151,151,4,two,two
830,0,151,151,5, ,..
831,0,151,151,6,over,over
832,0,151,151,7,two,two
833,0,151,151,8, ,.
834,0,152,152,0, ,...
835,0,152,152,1,Mhm,Mhm
836,0,152,152,2, ,.
837,0,153,153,0, ,...
838,0,153,153,1,See,See
839,0,153,153,2,everything,everything
840,0,153,153,3,was,was
841,0,153,153,4, ,...
842,0,153,153,5,square,square
843,0,153,153,6,root,root
844,0,153,153,7,two,two:
845,0,153,153,8, ,","
846,0,154,154,0,over,over
847,0,154,154,1,two,two:
848,0,154,154,2, ,","
849,0,155,155,0,and,and
850,0,155,155,1,two,two
851,0,155,155,2, ,","
852,0,156,156,0,Right,Right
853,0,156,156,1, ,","
854,0,157,157,0,but,but
855,0,157,157,1,then,then
856,0,157,157,2, ,","
857,0,158,158,0, ,..
858,0,158,158,1,what,what
859,0,158,158,2,about,about
860,0,158,158,3, ,...
861,0,158,158,4,this,[this
862,0,158,158,5,one,|one]
863,0,158,158,6, ,.
864,0,159,159,0,on,[o:n
865,0,159,159,1,this,|this
866,0,159,159,2,one,|o]ne
867,0,159,159,3, ,.
868,0,160,160,0,Let,Let
869,0,160,160,1,me,me
870,0,160,160,2,do,do
871,0,160,160,3,this,this
872,0,160,160,4,one,one
873,0,160,160,5, ,.
874,0,161,161,0, ,..
875,0,161,161,1, ,[]
876,0,162,162,0,But,[But]
877,0,162,162,1, ,","
878,0,163,163,0,you,you
879,0,163,163,1,have,have
880,0,163,163,2,i,i%-
881,0,163,163,3, ,--
882,0,164,164,0, ,..
883,0,164,164,1,you,you
884,0,164,164,2,have,have
885,0,164,164,3,i,i:
886,0,164,164,4,square,square
887,0,164,164,5,root,root
888,0,164,164,6,of,of
889,0,164,164,7,three,three
890,0,164,164,8, ,","
891,0,165,165,0, ,..
892,0,165,165,1,over,over
893,0,165,165,2,square,square
894,0,165,165,3,root,root
895,0,165,165,4,of,of
896,0,165,165,5,three,three
897,0,165,165,6, ,.
898,0,166,166,0, ,...
899,0,166,166,1,I,I
900,0,166,166,2,mean,mean
901,0,166,166,3,z,z-
902,0,166,166,4, ,--
903,0,167,167,0, ,@
904,0,167,167,1, ,@
905,0,167,167,2,i,i
906,0,167,167,3,square,square
907,0,167,167,4,root,root
908,0,167,167,5,of,of
909,0,167,167,6,two,two
910,0,167,167,7,over,over
911,0,167,167,8,three,three-
912,0,167,167,9, ,--
913,0,168,168,0,square,square
914,0,168,168,1,root,root
915,0,168,168,2,of,of
916,0,168,168,3,three,@three
917,0,168,168,4, ,@@
918,0,168,168,5, ,.
919,0,169,169,0, ,@
920,0,169,169,1,I,@I
921,0,169,169,2,can't,@can't
922,0,169,169,3,even,even
923,0,169,169,4,say,say
924,0,169,169,5,it,it
925,0,169,169,6,right,right
926,0,169,169,7, ,.
927,0,171,171,0, ,..
928,0,171,171,1,Over,Over
929,0,171,171,2, ,","
930,0,172,172,0, ,...
931,0,172,172,1,do,do
932,0,172,172,2,I,I
933,0,172,172,3,have,have
934,0,172,172,4,another,another
935,0,172,172,5,i,i
936,0,172,172,6,down,down
937,0,172,172,7,here,here
938,0,172,172,8, ,","
939,0,173,173,0,or,or
940,0,173,173,1,just,just
941,0,173,173,2, ,..
942,0,173,173,3,the,the
943,0,173,173,4,one,one
944,0,173,173,5,i,[i:]
945,0,173,173,6, ,.
946,0,174,174,0,Um,[Um:]
947,0,174,174,1, ,","
948,0,175,175,0, ,...
949,0,175,175,1,no,no
950,0,175,175,2, ,.
951,0,176,176,0, ,..
952,0,176,176,1,Just,Just
953,0,176,176,2,one,one
954,0,176,176,3, ,.
955,0,177,177,0, ,...
956,0,177,177,1,Okay,Okay
957,0,177,177,2, ,","
958,0,178,178,0, ,...
959,0,178,178,1,three,three
960,0,178,178,2,and,#and
961,0,178,178,3,square,square
962,0,178,178,4,root,root
963,0,178,178,5,of,of
964,0,178,178,6,three,three
965,0,178,178,7, ,","
966,0,179,179,0,over,over
967,0,179,179,1,square,square
968,0,179,179,2,root,root
969,0,179,179,3,of,of
970,0,179,179,4,three,three
971,0,179,179,5, ,","
972,0,180,180,0,and,and
973,0,180,180,1,you,you
974,0,180,180,2,get,get
975,0,180,180,3, ,","
976,0,181,181,0, ,..
977,0,181,181,1, ,:
978,0,182,182,0, ,...
979,0,182,182,1,i,i
980,0,182,182,2,square,square
981,0,182,182,3,root,root
982,0,182,182,4,of,of
983,0,182,182,5,six,six
984,0,182,182,6, ,.
985,0,183,183,0, ,...
986,0,183,183,1,Yeah,Yeah
987,0,183,183,2, ,.
988,0,184,184,0, ,...
989,0,184,184,1,Over,Over
990,0,184,184,2,three,three
991,0,184,184,3, ,.
992,0,185,185,0, ,...
993,0,185,185,1,Is,Is
994,0,185,185,2,that,that
995,0,185,185,3,right,ri:ght
996,0,185,185,4, ,?
997,0,186,186,0, ,..
998,0,186,186,1,I,I
999,0,186,186,2,doubt,doubt
1000,0,186,186,3,it,it
1001,0,186,186,4, ,.
1002,0,187,187,0, ,...
1003,0,187,187,1, ,@@[@@
1004,0,187,187,2,I,|I
1005,0,187,187,3,really,|really
1006,0,187,187,4,do,|do
1007,0,187,187,5, ,","
1008,0,188,188,0, ,[@@@
1009,0,188,188,1, ,|
1010,0,188,188,2, ,|@@
1011,0,188,188,3, ,|
1012,0,188,188,4, ,|]
1013,0,189,189,0,I'm,|I'm
1014,0,189,189,1,not,|not
1015,0,189,189,2,kidding,|kidding]
1016,0,189,189,3, ,.
1017,0,190,190,0, ,..
1018,0,190,190,1,You,You
1019,0,190,190,2,can't,can't
1020,0,190,190,3, ,--
1021,0,191,191,0, ,...
1022,0,191,191,1,You,You
1023,0,191,191,2,can't,can't
1024,0,191,191,3,multiply,multiply:
1025,0,191,191,4, ,","
1026,0,192,192,0, ,..
1027,0,192,192,1,square,square
1028,0,192,192,2,roots,roots
1029,0,192,192,3,like,like
1030,0,192,192,4,that,that
1031,0,192,192,5, ,","
1032,0,193,193,0,can,can
1033,0,193,193,1,you,you
1034,0,193,193,2, ,?
1035,0,194,194,0, ,...
1036,0,194,194,1,Square,Square
1037,0,194,194,2,root,root
1038,0,194,194,3,of,of
1039,0,194,194,4,two,two
1040,0,194,194,5, ,","
1041,0,195,195,0, ,..
1042,0,195,195,1,times,times
1043,0,195,195,2,square,square
1044,0,195,195,3,root,root
1045,0,195,195,4,of,of
1046,0,195,195,5,three,three
1047,0,195,195,6, ,","
1048,0,196,196,0, ,...
1049,0,196,196,1,is,is
1050,0,196,196,2,square,square
1051,0,196,196,3,root,root
1052,0,196,196,4,of,of
1053,0,196,196,5,six,six
1054,0,196,196,6, ,","
1055,0,197,197,0, ,..
1056,0,197,197,1,is,is
1057,0,197,197,2,it,it
1058,0,197,197,3, ,?
1059,0,198,198,0, ,..
1060,0,198,198,1,Yeah,Yeah
1061,0,198,198,2, ,.
1062,0,199,199,0, ,..
1063,0,199,199,1,Okay,Okay
1064,0,199,199,2, ,.
1065,0,200,200,0, ,..
1066,0,200,200,1,Well,Well
1067,0,200,200,2, ,","
1068,0,201,201,0, ,..
1069,0,201,201,1,then,then
1070,0,201,201,2,that's,that's
1071,0,201,201,3,fine,fine
1072,0,201,201,4, ,.
1073,0,202,202,0, ,..
1074,0,202,202,1,Then,[Then
1075,0,202,202,2,that,|that
1076,0,202,202,3,is,|is
1077,0,202,202,4,right,|right]
1078,0,202,202,5, ,.
1079,0,203,203,0,Isn't,[Isn't
1080,0,203,203,1,that,|that
1081,0,203,203,2,c,|c-
1082,0,203,203,3, ,--
1083,0,204,204,0,You,|You]
1084,0,204,204,1,can,ca:n
1085,0,204,204,2,do,do
1086,0,204,204,3,that,that
1087,0,204,204,4, ,.
1088,0,205,205,0, ,...
1089,0,205,205,1,Yeah,Yeah
1090,0,205,205,2, ,.
1091,0,206,206,0, ,..
1092,0,206,206,1,Cause,Cause
1093,0,206,206,2,that's,that's
1094,0,206,206,3,the,the
1095,0,206,206,4,same,same
1096,0,206,206,5,way,way
1097,0,206,206,6,you're,you're
1098,0,206,206,7,multiplying,multiplying
1099,0,206,206,8,there,there
1100,0,206,206,9, ,","
1101,0,207,207,0, ,..
1102,0,207,207,1,square,square
1103,0,207,207,2,root,root
1104,0,207,207,3,of,of
1105,0,207,207,4,nine,nine
1106,0,207,207,5, ,","
1107,0,208,208,0, ,..
1108,0,208,208,1,that,that-
1109,0,208,208,2, ,--
1110,0,209,209,0,and,and
1111,0,209,209,1,square,square
1112,0,209,209,2,root,root
1113,0,209,209,3,of,of
1114,0,209,209,4,nine,nine
1115,0,209,209,5,equals,equals
1116,0,209,209,6,three,three
1117,0,209,209,7, ,.
1118,0,210,210,0, ,..
1119,0,210,210,1,Yeah,Yeah
1120,0,210,210,2, ,","
1121,0,211,211,0, ,...
1122,0,211,211,1,okay,okay
1123,0,211,211,2, ,.
1124,0,212,212,0, ,...
1125,0,212,212,1,Where's,Where's
1126,0,212,212,2,the,the
1127,0,212,212,3,test,test
1128,0,212,212,4, ,.
1129,0,213,213,0, ,...
1130,0,213,213,1,There,There
1131,0,213,213,2,ain't,ain't
1132,0,213,213,3,no,no:
1133,0,213,213,4,telling,telling
1134,0,213,213,5, ,.
1135,0,214,214,0, ,...
1136,0,214,214,1, ,[:]
1137,0,215,215,0,You,[You
1138,0,215,215,1,have,|have
1139,0,215,215,2,it,|it]
1140,0,215,215,3, ,.
1141,0,216,216,0, ,...
1142,0,216,216,1,I,I
1143,0,216,216,2,mean,mean
1144,0,216,216,3,I,I
1145,0,216,216,4,have,have
1146,0,216,216,5,it,it
1147,0,216,216,6, ,.
1148,0,217,217,0, ,...
1149,0,217,217,1, ,@@@
1150,0,218,218,0, ,...
1151,0,218,218,1,Okay,Okay
1152,0,218,218,2, ,.
1153,0,219,219,0, ,..
1154,0,219,219,1,The,The
1155,0,219,219,2,next,next
1156,0,219,219,3,one,one
1157,0,219,219,4, ,","
1158,0,220,220,0, ,...
1159,0,220,220,1,is,is
1160,0,220,220,2, ,","
1161,0,221,221,0, ,...
1162,0,222,222,0, ,...
1163,0,222,222,1,five,five
1164,0,222,222,2,ex,ex
1165,0,222,222,3, ,","
1166,0,223,223,0, ,...
1167,0,223,223,1,times,times
1168,0,223,223,2, ,...
1169,0,223,223,3,ex,ex
1170,0,223,223,4,minus,minus
1171,0,223,223,5,one,one
1172,0,223,223,6, ,","
1173,0,224,224,0, ,...
1174,0,224,224,1, ,[]
1175,0,225,225,0,Is,[Is
1176,0,225,225,1,that,|that]
1177,0,225,225,2,it,it
1178,0,225,225,3, ,?
1179,0,226,226,0, ,...
1180,0,226,226,1, ,[2:]
1181,0,227,227,0,um,[2#um:]
1182,0,227,227,1, ,","
1183,0,228,228,0, ,...
1184,0,228,228,1,equals,equals
1185,0,228,228,2, ,","
1186,0,229,229,0, ,...
1187,0,229,229,1,two,two
1188,0,229,229,2, ,","
1189,0,230,230,0, ,...
1190,0,230,230,1,times,times
1191,0,230,230,2,one,one
1192,0,230,230,3,minus,minus
1193,0,230,230,4,ex,ex
1194,0,230,230,5, ,.
1195,0,231,231,0, ,...
1196,0,231,231,1, ,@@@@@
1197,0,231,231,2,Leah,Le:ah:
1198,0,231,231,3, ,.
1199,0,232,232,0, ,...
1200,0,232,232,1, ,@@@
1201,0,232,232,2, ,@[@]
1202,0,233,233,0,Two,[Two]
1203,0,233,233,1,times,times
1204,0,233,233,2,one,one
1205,0,233,233,3,minus,minus
1206,0,233,233,4,ex,ex
1207,0,233,233,5, ,?
1208,0,234,234,0, ,..
1209,0,234,234,1,Yeah,Yeah
1210,0,234,234,2, ,.
1211,0,235,235,0, ,...
1212,0,235,235,1,And,And
1213,0,235,235,2,that's,that's
1214,0,235,235,3,easy,easy
1215,0,235,235,4, ,","
1216,0,236,236,0,you,you
1217,0,236,236,1,can,can
1218,0,236,236,2,do,do
1219,0,236,236,3,that,that
1220,0,236,236,4, ,.
1221,0,237,237,0, ,...
1222,0,237,237,1,Oh,Oh
1223,0,237,237,2,this,this
1224,0,237,237,3,is,is
1225,0,237,237,4,easy,easy
1226,0,237,237,5, ,.
1227,0,238,238,0, ,...
1228,0,238,238,1,Ex,Ex
1229,0,238,238,2,squared,squared
1230,0,238,238,3, ,.
1231,0,239,239,0, ,...
1232,0,239,239,1,Please,Please
1233,0,239,239,2,say,say
1234,0,239,239,3,this,this
1235,0,239,239,4,will,will
1236,0,239,239,5,factor,factor
1237,0,239,239,6, ,?
1238,0,240,240,0, ,...
1239,0,240,240,1,Will,Will
1240,0,240,240,2,it,it
1241,0,240,240,3, ,?
1242,0,241,241,0, ,...
1243,0,241,241,1,Na,Na
1244,0,241,241,2, ,","
1245,0,242,242,0, ,..
1246,0,242,242,1,you,you
1247,0,242,242,2,do,do
1248,0,242,242,3,it,it
1249,0,242,242,4, ,.
1250,0,243,243,0, ,..
1251,0,243,243,1,Well,Well
1252,0,243,243,2, ,","
1253,0,244,244,0,I,I
1254,0,244,244,1,mean,mean
1255,0,244,244,2, ,","
1256,0,245,245,0,that's,that's
1257,0,245,245,1,just,just
1258,0,245,245,2,wasting,wasting
1259,0,245,245,3,time,time
1260,0,245,245,4, ,.
1261,0,246,246,0,Cause,Cause
1262,0,246,246,1,if,if
1263,0,246,246,2,it's,it's
1264,0,246,246,3,not,no[:t]
1265,0,246,246,4, ,","
1266,0,247,247,0,Yeah,[Yeah]
1267,0,247,247,1, ,.
1268,0,248,248,0, ,..
1269,0,248,248,1,It,It
1270,0,248,248,2,does,does
1271,0,248,248,3, ,?
1272,0,249,249,0, ,..
1273,0,249,249,1,Mhm,Mhm
1274,0,249,249,2, ,.
1275,0,250,250,0, ,...
1276,0,250,250,1,One,One
1277,0,250,250,2,and,and
1278,0,250,250,3,negative,negative
1279,0,250,250,4,twofifths,twofifths?
1280,0,250,250,5, ,-?
1281,0,251,251,0, ,..
1282,0,251,251,1,Mhm,Mhm
1283,0,251,251,2, ,.
1284,0,252,252,0, ,...
1285,0,252,252,1,And,And
1286,0,252,252,2,I,I
1287,0,252,252,3,can,can
1288,0,252,252,4,always,al[ways
1289,0,252,252,5,put,|put
1290,0,252,252,6,those,|tho]se
1291,0,252,252,7,back,back
1292,0,252,252,8,up,up
1293,0,252,252,9,into,into
1294,0,252,252,10,the,the
1295,0,252,252,11,top,to:p
1296,0,252,252,12, ,","
1297,0,253,253,0, ,[]
1298,0,254,254,0,and,and
1299,0,254,254,1, ,","
1300,0,255,255,0, ,...
1301,0,255,255,1,and,and
1302,0,255,255,2,see,see
1303,0,255,255,3,if,if
1304,0,255,255,4,they,they
1305,0,255,255,5,check,check
1306,0,255,255,6, ,.
1307,0,256,256,0,Right,Right
1308,0,256,256,1, ,?
1309,0,257,257,0, ,...
1310,0,257,257,1,Let,#Let
1311,0,257,257,2,me,#me
1312,0,257,257,3,just,just
1313,0,257,257,4,try,try
1314,0,257,257,5,the,the
1315,0,257,257,6,one,one
1316,0,257,257,7, ,?
1317,0,258,258,0, ,...
1318,0,258,258,1,Five,#Fi:ve
1319,0,258,258,2, ,","
1320,0,260,260,0, ,...
1321,0,260,260,1,I,I
1322,0,260,260,2,got,got
1323,0,260,260,3,zero,zero
1324,0,260,260,4,equals,equals
1325,0,260,260,5,zero,%zero:
1326,0,260,260,6, ,.
1327,0,261,261,0, ,[@@@@@@]
1328,0,262,262,0,Tha,[Tha-
1329,0,262,262,1,that's,|that's
1330,0,262,262,2,right,|right
1331,0,262,262,3, ,.
1332,0,263,263,0, ,|@@@][2@]
1333,0,264,264,0,And,[2And
1334,0,264,264,1,that's,|2th]at's
1335,0,264,264,2,one,one
1336,0,264,264,3, ,?
1337,0,265,265,0, ,...
1338,0,265,265,1,Yeah,Yeah
1339,0,265,265,2, ,.
1340,0,266,266,0, ,...
1341,0,266,266,1, ,@@@@
1342,0,266,266,2, ,@@
1343,0,266,266,3, ,[]
1344,0,267,267,0, ,[
1345,0,267,267,1,Zero,|Zero]
1346,0,267,267,2,equals,equals
1347,0,267,267,3,zero,zero
1348,0,267,267,4,equals,equals
1349,0,267,267,5,one,one
1350,0,267,267,6, ,%
1351,0,267,267,7, ,.
1352,0,268,268,0, ,...
1353,0,268,268,1, ,@@@@
1354,0,268,268,2, ,...
1355,0,268,268,3,Okay,Okay
1356,0,268,268,4, ,.
1357,0,269,269,0, ,...
1358,0,269,269,1,Fingerprint,#Fingerprint
1359,0,269,269,2,file,#file:
1360,0,269,269,3, ,","
1361,0,270,270,0, ,:
1362,0,270,270,1,you,you
1363,0,270,270,2,got,got
1364,0,270,270,3,me,me
1365,0,270,270,4,down,dow:n
1366,0,270,270,5, ,.
1367,0,271,271,0, ,@@@@
1368,0,272,272,0,Come,Come
1369,0,272,272,1,on,on
1370,0,272,272,2, ,.
1371,0,273,273,0,Ex,Ex
1372,0,273,273,1, ,","
1373,0,274,274,0, ,...
1374,0,274,274,1,times,times
1375,0,274,274,2, ,","
1376,0,275,275,0, ,..
1377,0,275,275,1,Hang,Hang
1378,0,275,275,2,on,on
1379,0,275,275,3, ,.
1380,0,276,276,0, ,..
1381,0,276,276,1,Number,Number
1382,0,276,276,2,eight,eight
1383,0,276,276,3, ,.
1384,0,277,277,0, ,...
1385,0,277,277,1,Ex,Ex
1386,0,277,277,2, ,","
1387,0,278,278,0, ,...
1388,0,278,278,1,times,times
1389,0,278,278,2, ,","
1390,0,279,279,0, ,..
1391,0,279,279,1,two,two:
1392,0,279,279,2,minus,minus
1393,0,279,279,3,ex,ex
1394,0,279,279,4, ,.
1395,0,280,280,0, ,...
1396,0,280,280,1,Two,Two
1397,0,280,280,2,minus,minus
1398,0,280,280,3,ex,ex
1399,0,280,280,4, ,","
1400,0,281,281,0,is,is
1401,0,281,281,1,less,less
1402,0,281,281,2,than,than
1403,0,281,281,3,or,or
1404,0,281,281,4,equal,equal
1405,0,281,281,5,to,to
1406,0,281,281,6, ,","
1407,0,282,282,0,WHISTLE,{WHISTLE}
1408,0,283,283,0, ,...
1409,0,283,283,1,I,[I
1410,0,283,283,2,don't,|don't
1411,0,283,283,3,like,|like
1412,0,283,283,4,these,|these]
1413,0,283,283,5, ,.
1414,0,284,284,0,three,[three
1415,0,284,284,1,times,|times
1416,0,284,284,2,ex,|ex]
1417,0,284,284,3, ,","
1418,0,285,285,0, ,..
1419,0,285,285,1,minus,minus
1420,0,285,285,2,four,four
1421,0,285,285,3, ,.
1422,0,286,286,0, ,...
1423,0,286,286,1,Three,Three
1424,0,286,286,2,times,times
1425,0,286,286,3,ex,e:x
1426,0,286,286,4, ,","
1427,0,287,287,0,minus,minus
1428,0,287,287,1,four,four
1429,0,287,287,2, ,?
1430,0,288,288,0, ,..
1431,0,288,288,1,Right,Right
1432,0,288,288,2, ,.
1433,0,289,289,0, ,...
1434,0,289,289,1,Alright,Alright
1435,0,289,289,2, ,","
1436,0,290,290,0, ,...
1437,0,290,290,1,distribute,distribute
1438,0,290,290,2,first,first
1439,0,290,290,3, ,","
1440,0,291,291,0,right,right
1441,0,291,291,1, ,?
1442,0,292,292,0,Mhm,Mhm
1443,0,292,292,1, ,.
1444,0,293,293,0, ,...
1445,0,293,293,1,Two,Two
1446,0,293,293,2,ex,ex
1447,0,293,293,3,minus,minus:
1448,0,293,293,4, ,..
1449,0,293,293,5,ex,ex
1450,0,293,293,6,squared,squa:red
1451,0,293,293,7, ,","
1452,0,294,294,0, ,...
1453,0,294,294,1,three,three
1454,0,294,294,2,ex,ex
1455,0,294,294,3,minus,minus
1456,0,294,294,4,twelve,tw:el:v:e
1457,0,294,294,5, ,","
1458,0,295,295,0, ,...
1459,0,295,295,1,you,you
1460,0,295,295,2,get,get
1461,0,295,295,3, ,","
1462,0,296,296,0, ,...
1463,0,296,296,1,do,do
1464,0,296,296,2,that,that
1465,0,296,296,3,side,side
1466,0,296,296,4, ,","
1467,0,297,297,0,so,so
1468,0,297,297,1,you,you
1469,0,297,297,2,get,get
1470,0,297,297,3, ,..
1471,0,297,297,4,ex,ex
1472,0,297,297,5, ,","
1473,0,298,298,0, ,..
1474,0,298,298,1,whoa,whoa
1475,0,298,298,2, ,.
1476,0,299,299,0,I,I
1477,0,299,299,1,don't,don't
1478,0,299,299,2,want,want
1479,0,299,299,3,to,to
1480,0,299,299,4,do,do
1481,0,299,299,5,that,that
1482,0,299,299,6, ,.
1483,0,300,300,0, ,...
1484,0,300,300,1,Negative,Negativ:e
1485,0,300,300,2,ex,ex
1486,0,300,300,3,squared,squa:red
1487,0,300,300,4, ,","
1488,0,301,301,0, ,...
1489,0,301,301,1,two,two
1490,0,301,301,2,ex,ex
1491,0,301,301,3,minus,minus
1492,0,301,301,4, ,##
1493,0,301,301,5, ,","
1494,0,302,302,0,two,two
1495,0,302,302,1,minus,minus
1496,0,302,302,2,ex,ex
1497,0,302,302,3, ,","
1498,0,303,303,0, ,...
1499,0,303,303,1,um,um
1500,0,303,303,2, ,","
1501,0,304,304,0,plus,plus
1502,0,304,304,1,twelve,twelve
1503,0,304,304,2, ,####
1504,0,304,304,3, ,","
1505,0,305,305,0, ,...
1506,0,305,305,1, ,...
1507,0,305,305,2,Now,Now
1508,0,305,305,3,do,do
1509,0,305,305,4,you,you
1510,0,305,305,5,factor,factor
1511,0,305,305,6,this,this
1512,0,305,305,7, ,?
1513,0,306,306,0, ,...
1514,0,306,306,1,after,after
1515,0,306,306,2,you,you
1516,0,306,306,3,do,do
1517,0,306,306,4,that,that
1518,0,306,306,5, ,?
1519,0,307,307,0, ,...
1520,0,307,307,1,Yeah,Yeah
1521,0,307,307,2, ,.
1522,0,308,308,0, ,...
1523,0,308,308,1,Yeah,Yeah
1524,0,308,308,2, ,.
1525,0,309,309,0, ,...
1526,0,309,309,1,Oh,Oh
1527,0,309,309,2,but,but
1528,0,309,309,3,first,first
1529,0,309,309,4,I,I
1530,0,309,309,5,gotta,gotta
1531,0,309,309,6,take,take
1532,0,309,309,7,out,out
1533,0,309,309,8,that,that
1534,0,309,309,9,negative,negative
1535,0,309,309,10,one,one
1536,0,309,309,11, ,","
1537,0,310,310,0,don't,don't
1538,0,310,310,1, ,--
1539,0,311,311,0,I,I
1540,0,311,311,1,mean,mean
1541,0,311,311,2,that,that
1542,0,311,311,3,negative,negative
1543,0,311,311,4, ,.
1544,0,312,312,0, ,...
1545,0,312,312,1,Mhm,[Mhm]
1546,0,312,312,2, ,.
1547,0,313,313,0,in,[in
1548,0,313,313,1,front,|front]
1549,0,313,313,2,of,of
1550,0,313,313,3,that,that
1551,0,313,313,4,ex,ex
1552,0,313,313,5,squared,squared
1553,0,313,313,6,so,so
1554,0,313,313,7,I,I
1555,0,313,313,8,just,just
1556,0,313,313,9, ,","
1557,0,314,314,0, ,..
1558,0,314,314,1,I,I
1559,0,314,314,2,can,can
1560,0,314,314,3,multiply,multiply
1561,0,314,314,4,that,that
1562,0,314,314,5,whole,whole
1563,0,314,314,6,side,side
1564,0,314,314,7,by,by
1565,0,314,314,8, ,..
1566,0,314,314,9,negative,negative
1567,0,314,314,10,one,one
1568,0,314,314,11,again,#again
1569,0,314,314,12,though,#though
1570,0,314,314,13, ,?
